################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.5339855433328647E-02 a         1     0     1     1     1
  1.4618312383566842E-01 a         2     0     1     1     2
 -2.9269737732315178E-02 a         3     0     1     1     3
 -9.9627463367996577E-02 a         4     0     1     1     4
  5.7279380681932369E-02 a         5     0     1     1     5
 -1.3448142567480614E-02 a         6     0     1     1     6
 -6.9634151829843741E-02 a         7     0     1     1     7
 -1.2297995134467227E-01 a         8     0     1     1     8
  1.8159231650020317E-03 a         9     0     1     1     9
 -2.7578561272668485E-03 a        10     0     1     1    10
 -3.9228532658316780E-02 a        11     0     1     1    11
 -5.3472742056154217E-02 a        12     0     1     1    12
 -1.4819844092054296E-01 a        13     0     1     1    13
  5.6459250613769317E-03 a        14     0     1     1    14
 -1.8850618380222492E-02 a        15     0     1     1    15
  3.3262634004613975E-02 a        16     0     1     1    16
  4.8257441288265514E-02 a        17     0     1     1    17
 -2.0132964121750360E-01 a        18     0     1     1    18
 -6.6248631977429168E-02 a        19     0     1     1    19
  3.5594672037265372E-02 a        20     0     1     1    20
 -1.1666781385836286E-01 a        21     0     1     1    21
  3.1803667366746217E-02 a        22     0     1     1    22
 -5.2278770179879763E-03 a        23     0     1     1    23
 -3.1792492668471839E-02 a        24     0     1     1    24
  4.4087401489521139E-01 a        25     0     2     1     1
 -4.3109088538442815E-02 a        26     0     2     1     2
  1.9361371541134426E-01 a        27     0     2     1     3
  5.3531505765659779E-02 a        28     0     2     1     4
 -4.1734884235954378E-01 a        29     0     2     1     5
 -3.9418723378693850E-02 a        30     0     2     1     6
  8.6145325465900133E-02 a        31     0     2     1     7
  2.4453329394860376E-02 a        32     0     2     1     8
 -2.5906188906304078E-01 a        33     0     2     1     9
  3.3884912567235068E-02 a        34     0     2     1    10
  1.3293263989968845E-01 a        35     0     2     1    11
 -1.5409277163140606E-01 a        36     0     2     1    12
  1.3112213534230821E-01 a        37     0     2     1    13
 -1.2471576177457956E-02 a        38     0     2     1    14
 -1.1336055490149832E-02 a        39     0     2     1    15
 -1.9255552469787729E-01 a        40     0     2     1    16
  3.4403324300191290E-01 a        41     0     2     1    17
  2.3834369798273594E-01 a        42     0     2     1    18
 -1.5211154093981427E-01 a        43     0     2     1    19
 -1.1774118022838391E-01 a        44     0     2     1    20
  1.5773471366740552E-01 a        45     0     2     1    21
 -2.7190181507105260E-01 a        46     0     2     1    22
  1.1164464700870715E-02 a        47     0     2     1    23
 -8.8573330027530862E-03 a        48     0     2     1    24
  3.1729039160770545E-01 a        49     0     3     1     1
  1.7816299072635287E-02 a        50     0     3     1     2
  3.4180929083681322E-01 a        51     0     3     1     3
 -4.7890136655230529E-02 a        52     0     3     1     4
 -4.8881603322927236E-02 a        53     0     3     1     5
 -1.7882191740084638E-01 a        54     0     3     1     6
  8.6073253682919557E-02 a        55     0     3     1     7
 -1.3575261876636216E-01 a        56     0     3     1     8
 -1.2632260236763421E-01 a        57     0     3     1     9
 -7.8672914800726010E-02 a        58     0     3     1    10
 -2.2484844001692511E-01 a        59     0     3     1    11
 -9.8696984784648237E-02 a        60     0     3     1    12
  8.6867974595048109E-02 a        61     0     3     1    13
 -2.1229678771638480E-01 a        62     0     3     1    14
  1.3925014840561389E-01 a        63     0     3     1    15
 -2.7498534413932108E-01 a        64     0     3     1    16
  1.6449600744165166E-01 a        65     0     3     1    17
 -1.6463681569635076E-02 a        66     0     3     1    18
 -1.2961958405179322E-01 a        67     0     3     1    19
 -3.5341828505238565E-02 a        68     0     3     1    20
  2.0173256867072065E-01 a        69     0     3     1    21
 -1.4126209976592863E-01 a        70     0     3     1    22
 -2.7828870687630020E-01 a        71     0     3     1    23
  4.8174015194137512E-02 a        72     0     3     1    24
  2.5896118375054844E-02 a        73     0     4     1     1
 -1.4998721168758319E-01 a        74     0     4     1     2
 -1.3613521478620405E-01 a        75     0     4     1     3
 -9.2422829593163655E-02 a        76     0     4     1     4
  3.6801755760663185E-01 a        77     0     4     1     5
  2.7216637972495555E-01 a        78     0     4     1     6
  1.4697059359648407E-01 a        79     0     4     1     7
  1.2011486931676381E-01 a        80     0     4     1     8
 -1.0331236122502642E-01 a        81     0     4     1     9
  1.7352930859578994E-01 a        82     0     4     1    10
 -2.5408868574125049E-01 a        83     0     4     1    11
 -7.4707531641355046E-02 a        84     0     4     1    12
  5.1632512017219960E-02 a        85     0     4     1    13
  2.3709013410693758E-01 a        86     0     4     1    14
  5.0087783198417030E-02 a        87     0     4     1    15
 -1.0740564479156919E-01 a        88     0     4     1    16
 -3.5628496206374827E-01 a        89     0     4     1    17
  4.3532483878693214E-03 a        90     0     4     1    18
 -3.8939737386100653E-01 a        91     0     4     1    19
  1.2654715720367635E-01 a        92     0     4     1    20
 -1.7529336751197561E-01 a        93     0     4     1    21
 -2.6890265869868230E-02 a        94     0     4     1    22
 -9.9224793967150449E-02 a        95     0     4     1    23
 -1.0422851739673941E-01 a        96     0     4     1    24
  7.5558928633487316E-02 a        97     0     5     1     1
 -1.7698388024889544E-01 a        98     0     5     1     2
  1.1603407153727015E-02 a        99     0     5     1     3
 -4.9378350004949556E-02 a       100     0     5     1     4
  5.8014133910361004E-02 a       101     0     5     1     5
 -1.1935070470092277E-01 a       102     0     5     1     6
 -1.0118670452638710E-01 a       103     0     5     1     7
  5.7306059779138101E-02 a       104     0     5     1     8
 -5.1548914012667091E-02 a       105     0     5     1     9
