################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.9315919427798335E-01 a         1     0     1     1     1
 -5.1564192365845885E-01 a         2     0     1     1     2
 -3.1951587608720716E-01 a         3     0     1     1     3
  1.8532676204923565E-01 a         4     0     1     1     4
 -5.8390323563123525E-01 a         5     0     1     1     5
 -7.0591958856295045E-02 a         6     0     1     1     6
  2.7912098928694151E-01 a         7     0     1     1     7
 -1.5507519866290786E-01 a         8     0     1     1     8
 -5.1828961342998126E-01 a         9     0     1     1     9
 -6.0029591216190248E-01 a        10     0     1     1    10
 -2.5038429486610725E-01 a        11     0     1     1    11
  1.8699798494480888E-01 a        12     0     1     1    12
 -1.4756671590871240E+00 a        13     0     1     1    13
 -6.5986362882515537E-01 a        14     0     1     1    14
 -4.7546050043479526E-01 a        15     0     1     1    15
  1.0692318427341294E-01 a        16     0     1     1    16
 -3.0275210909557337E-01 a        17     0     1     1    17
  9.6861932512366555E-01 a        18     0     1     1    18
 -2.2097011933324591E-02 a        19     0     1     1    19
 -3.9510458554221507E-02 a        20     0     1     1    20
 -2.0868351123596618E-01 a        21     0     1     1    21
 -7.9371229356150685E-01 a        22     0     1     1    22
 -4.2011317276736571E-01 a        23     0     1     1    23
  6.7048174805977079E-01 a        24     0     1     1    24
  7.3851268427306327E-01 a        25     0     2     1     1
  2.7896050063467021E-01 a        26     0     2     1     2
 -3.2513801604924591E-01 a        27     0     2     1     3
  1.6972328235441064E-01 a        28     0     2     1     4
 -5.0050602085025864E-01 a        29     0     2     1     5
 -9.1269524330144836E-01 a        30     0     2     1     6
  1.2735501118150132E+00 a        31     0     2     1     7
 -1.1437201933543506E+00 a        32     0     2     1     8
 -3.0222144028950448E-01 a        33     0     2     1     9
  2.2611354206924953E-02 a        34     0     2     1    10
  6.2215635689725468E-01 a        35     0     2     1    11
 -2.8952584283609523E-01 a        36     0     2     1    12
